knowledge_area,area_abstract,area_url,degree,course_number,course_name,course_uoc,course_url,course_outline,faculty,School,course term,timetable,teacher
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,CONS0005,Construction Informatics,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/CONS0005/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course introduces and applies Information Communication Technologies ICT and Building Information Modelling BIM in the construction management discipline. This course offers knowledge and skills essential for successful adoption of ICT and BIM in construction planning, construction cost management, design coordination and modelling. ICT and BIM competences are becoming core requirements for design and construction professionals; this course covers the challenges and case studies of the adoption of ICT and BIM in the construction industry. It is structured around lectures, laboratory tutorial sessions; and assessment is based on both individual and group work.",Faculty of Built Environment,School of Built Environment,Term 2,http://timetable.unsw.edu.au/2019/CONS0005.html,arrangement:T2:Dr CC Wang 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,GSOE9758,Network Systems Architecture,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/GSOE9758/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Pre-requisites: Background in data networks, e.g. TELE3118, COMP3331/9331This course aims to provide understanding of the design of enterprise and telecommunications network architecture. It will bring together in-depth coverage of various networking technologies such as TCP/IP, security, wireless LAN 802.11 etc in order to provide practical context and integration requirements for real-world applications. It covers the methodology behind the design of building enterprise and core networks to support applications that include data, voice and video. Telecommunications architecture will cover IP Multimedia Systems IMS and IP Next Generation Networks IP NGN. Enterprise architecture will review segments within corporate networks referred to as ""Places in the Network"" PINs such as Data Centres, Wide Area Networking WANs and remote branches. Other practical applications will include a review of the Australian National Broadband Network NBN, Cloud Computing and mobile computing.",Faculty of Engineering,Study Level,Term 1,http://timetable.unsw.edu.au/2019/GSOE9758.html,arrangement:T1:Prof V  Sivaraman 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5604,Business Process Management,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5604/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course looks at ways in which business processes can be analysed, redesigned, and improved. A business process is a set of activities that jointly realise a business goal in an organisational and technical environment. These processes take place in a single organisation but may need to interact with processes in other organizations. Business process management BPM is concerned with the concepts, methods, and techniques that support the design, administration, configuration, enactment, and analysis of business processes. BPM is concerned with the explicit representation of processes – once they are defined, processes can be analysed, improved, and enacted. Software in the form of business process management systems can be used to coordinate business process activities.By taking this course you will be able to understand business process from a general management perspective, and learn tools, analytical frameworks and general principles for managing business processes. The course will incorporate a laboratory component using BPM software.",UNSW Business School,School of Information Systems and Technology Management,Term 3,http://timetable.unsw.edu.au/2019/INFS5604.html,arrangement:T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5621,Enterprise Systems,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5621/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The aim of this course is to introduce you to enterprise systems, to show how organizations use enterprise systems to run their operations more efficiently and effectively, to learn about the critical success factors and implementation strategies that lead to enterprise system success, and to consider the informational, knowledge, and decision-making opportunities afforded by enterprise systems.The course will examine typical ES modules: manufacturing, supply chain management SCM, financials, projects, human resource management, and customer relationship management CRM. Enterprise systems ES use a single database to integrate business transactions along and between processes, leading to benefits such as efficient and error-free workflows plus accounting, management reporting and improved decision-making. The course will incorporate a laboratory component using the SAP software.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5621.html,arrangement:T2:Dr FT Tan 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5700,Introduction to Business Analytics,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5700/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Business Analytics can be defined as the extensive use of data, statistical and quantitative analysis, explanatory and predictive models, and fact-based management to drive decisions and actions Davenport et al 2010. Organizations recognize the need to learn more about business analytics as high quality information about their capabilities and those of their competition is essential for effective decision making to be competitive and generate value.This course presents the fundamentals of implementing and managing business analytics in organizations including: decision making; business analytics concepts and frameworks; technologies and tools required for descriptive analytics, predictive analytics, and prescriptive analytics; frameworks for putting analytics to work; technologies and tools required for business analytics; the governance, oversight and business value gained from business analytics within organizations; ethical and social implications of business analytics; future directions for business analytics.SAS Visual Analytics will be used in this course.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5700.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5710,Information Technology Infrastructure for Business Analytics,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5710/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Performing business analytics functions on huge volumes of data generated from various day-to-day operations requires a solid understanding of how data captured at the operational level can be re-structured and used at the enterprise level to gain maximum effective results.This course will provide students with data management knowledge in both operational and analytical database systems and infrastructure aspects, including theoretical foundations as well as meaningful hands-on experience. Examples include: standard relational database issues; analytical database topics; requirements imposed by the move to big data; business analytics infrastructure and tools used with big data.SAS software tools will be used for the skills components of the course: “SAS SQL 1: Essentials” and “Introduction to SAS and Hadoop” ",UNSW Business School,School of Information Systems and Technology Management,"Term 1, Term 3",http://timetable.unsw.edu.au/2019/INFS5710.html,arrangement:T1:Apro C  Tseng T3:Apro C  Tseng 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5720,Business Analytics Methods,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5720/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Today's organisations operate on a global scale and collect huge volumes of data from multiple sources. Management recognises the need to learn how to gather and manage strategic data, transform it into new insights, and translate those insights into effective front-line action in order to have a better understanding of business performance and gain competitive advantage.This course will provide students with advanced business analytics methods including predictive analytics and Visual analytics. Both meaningful hands-on experience and case studies describing organisational experiences with business analytics are included. The course has a technical component in which students gain practical knowledge and skills in data mining and visual analytics, using SAS Visual Analytics.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5720.html,arrangement:T2:Dr QJ Nguyen 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5730,Social Media and Enterprise 2.0,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5730/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Businesses are confronted with a world in which customers are increasingly using social media/technologies as central means of communication, collaboration, social exchange, and navigation of the Internet. This course develops the ability to use social technologies in business contexts. This course aims to enable students to analyze and develop strategies related to the use of social technologies within businesses and the use of social media as for external relations especially with customers. Furthermore, the course introduces students to the underlying theoretical concepts of social media as well as hands-on experience with current social technologies relevant for business. The teaching includes working on several real-life cases and employs a range of social technologies. On successful completion of the course, students are expected be able to demonstrate both a professional perspective as well as technological confidence regarding social media and their business use.SAS software tools will be used for the skills components of the course: ""Text Analytics Using SAS Text Miner""",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5730.html,arrangement:T2:Mr C  Mo 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5731,Information Systems Strategy and Management,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5731/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"?This course focuses on the key concepts, practices and issues in the strategic management of IT. The course covers four key themes. It begins with a discussion of the strategic value of IT, including the role of business-IT alignment in realising that value. Second, the course looks at strategic IT decision processes, including planned and emergent strategy-making and IT governance. Third, the course considers strategy implementation issues, including the role of IT leadership, project and portfolio management, and sourcing decisions. The course closes with a discussion of the strategic role of IT-enabled innovation and current trends in strategy and IT.We will analyse academic and practitioner papers, cases and examples, and examine strategic IT issues in practice. Our classes will involve discussion of selected readings. Students are also encouraged to draw from and reflect on their own experiences.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5731.html,arrangement:T2:Dr KJ Stevens 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5740,Business Systems Project,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5740/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This capstone course offers to each student the opportunity to demonstrate mastery of the theory and practice of information systems management by applying the knowledge and skills gained in the Master of Information Systems Management MISM. Thus, this course should be completed in the last session of the MISM program. By taking this course, students develop practical research skills by independently completing a research report on an emerging information systems topic that is relevant to their personal interest and future needs. In addition, students are encouraged to develop the critical thinking and self-efficacy skills that are key to success in modern organisational settings.  ",UNSW Business School,School of Information Systems and Technology Management,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/INFS5740.html,arrangement:T1:Prof W  Fernandez T2:School Office T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5831,Information Systems Consulting,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5831/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"?This course focuses on the key concepts, practices and issues in engaging and providing IT consulting services, from both the client and the consultant perspectives. The course examines the value propositions of IT consulting, how IT consultants engage with organisations and key stakeholders, and how they help analyse and solve business problems. The course seeks to familiarise you with the IT consulting process, common consulting frameworks and the benefits and limitations related to their use, key types of IT consulting engagements, and current trends in IT consulting related to the opportunities and challenges brought about by rapidly advancing technologies.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5831.html,arrangement:T1:Dr T  Tamm 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5848,Managing Complex Projects,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5848/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course aims to equip you with both theory and practical skills in the management of complex projects that are part of large scale programmes. These skills are critically important to a range of careers in business, for students who intend to be project managers as well as those who will work as part of a project team.The course is taught in a flipped-learning environment in which you will be learning by action, and thus experience the key phases of the project management cycle and, as a member of a multi-cultural and multi-skilled project team, you will use various tools and methods to plan each of the phases of the project. The course will consider both theoretical and practical perspectives and equip you with the necessary skills to be able to better manage or participate in projects.There will be a very strong emphasis on action-led teaching and teamwork. The textbook and extra on-line material will guide you during the semester. Through this, the course also aims to further develop your communication skills and teamwork skills, improve your time management and enhance your leadership skills.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5848.html,arrangement:T1:Prof W  Fernandez 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5870,Operations Management,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5870/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Operations management is one core area underlies every enterprise, which is concerned with the processes of producing and delivering goods and services. The focus is to ensure that business operations are efficient in terms of the use of resources and effective in terms of meeting customer needs. This course covers a set of well-established topics such as operations strategy, process analysis, quality management, queuing analysis and forecasting. ",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5870.html,arrangement:T2:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5872,Service and Quality Management,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5872/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course introduces the key concepts in managing service organisations and their operations.  The focus is on creating value and customer satisfaction.  This course covers in-depth discussions of services, value creations, service strategy, and the issues related to the development of a service system.  This course also addresses topics crucial to effectively and efficiently operating a service system, such as managing supply and demand, and service quality management. ",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5872.html,arrangement:T1:Apro C  Tseng 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5885,e-Business,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5885/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course aims to develop students' abilities to analyse and evaluate electronic business applications, as well as design electronic business models. We focus on the strategic, managerial, operational and technical factors in the development of an organisation's e-business competencies and capabilities. We investigate current business and technology trends including the individual, business and societal implications of e-business. The course makes extensive use of current case studies and gives students the opportunity to design new e-business models and app/website.",UNSW Business School,School of Information Systems and Technology Management,"Term 1, Term 3",http://timetable.unsw.edu.au/2019/INFS5885.html,arrangement:T1:School Office T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5907,Managing Security and Ethics in Cyberspace,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5907/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 5 postgraduate course. It  introduces students to the awareness and knowledge of security related issues occurring in cyberspace. It has a specific emphasis on the need for ethical viewpoints, approaches and practices from a management perspective when addressing the multidimensional challenges and solutions posed by the IS/IT related security problems. Using business cases and scenarios addressing various cyberspace issues, students will study and discuss the ethical and related implications these issues pose to stakeholders. They will learn to manage cyber related security issues responsibly from ethical, social, corporate, and professional perspectives. In some situations, they may encounter dilemmas which require a careful balance and trade-off in the way decisions are made.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS5907.html,arrangement:T2:Dr LP Land 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5929,Managing IS / IT Risk,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5929/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Information systems and information technology IS/IT underpin the operation of most facets of most organisations. IS/IT provide means by which organisations process their transactions, the mechanisms by which business stakeholders communicate, the information required to manage the performance of the business, and the capability for the business to pursue its strategic plans. The reliance on IS/IT by organisations does, however, involve a broad range of risks to both the IS/IT itself and to the organisation, and these risks need to identified and managed.These risks relate to the correct operation of the systems themselves, the integrity and security of the data, information and intellectual property they manage, the development and implementation of new systems and the improvement of existing systems. Poor management of these IS/IT risks can create business risks that have implications for the business’s ability to continue its day to day operations, meet its obligations, it reputation and its strategic plans.This course investigates these risks in a systematic manner and looks at the current theory, methods and best practice for their identification, assessment, analysis and mitigation.",UNSW Business School,School of Information Systems and Technology Management,Term 3,http://timetable.unsw.edu.au/2019/INFS5929.html,arrangement:T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5978,Accounting Information Systems,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5978/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Accounting Information Systems aims to provide an introduction to the use and management of information systems used within the realm of accounting. Students will have the opportunity to develop their knowledge and understanding of the role of accounting information systems in organisations, examine the information technology components of information systems and review the means by which organisations acquire and deploy accounting information systems. The course will include hands-on usage of accounting information systems and tools germane to the area. The course also includes a study of contemporary issues confronting accounting information systems, and a consideration of the ethical practices related to the development and use of these systems.Note: Only offered to students in the Accounting Program ACCTAS8404 and the Professional Accounting Program ACCTDS8404.",UNSW Business School,School of Information Systems and Technology Management,"Term 2, Term 3",http://timetable.unsw.edu.au/2019/INFS5978.html,arrangement:T2:Dr ET Lim T3:Dr ET Lim 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5987,Theoretical Foundations of Information Systems,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5987/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The course examines the most influential and innovative theoretical approaches and theories in the Information Systems IS discipline. Based on exemplary published works for each selected theory, students will examine theory’s particular focus, background and ontological assumptions, as well as its epistemological implications and contribution to knowledge. Such an examination will enable an insight into theories’ application, contribution and implications. By engaging in theoretical discourse and critically assessing selected theories students will gain deeper understanding of major theoretical developments in the IS discipline and their relevance and implications for practice. The seminar character of the course assumes active participation and contribution by the students.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5987.html,arrangement:T1:Sci D  Cecez-Kecmanovic 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5993,Special Topic in Information Systems and Technology Management,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5993/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course involves creation and submission of a research report about an IS/IT management related topic of your choice.  The report must demonstrate critical thought and exhibit a level of analysis appropriate to a Masters degree, and display a high level of professionalism and competence in presentation.Enrolment Requirements: Head of school approval",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS5993.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,INFS5997,Enterprise Systems and Business Design Practicum,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/INFS5997/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The Enterprise Systems and Business Design Practicum course is a capstone option for the Enterprise Systems and Business Design specialisation stream in the MCom program.  This course provides an opportunity to integrate academic rigor with industry experience; to apply theory to solve real world problems, to make the learning experiential, to facilitate project-based learning, and to integrate scholarship with practice. This course is a supervised practicum; students must submit project plans and obtain approval from their academic mentor prior to beginning any work on the project.",UNSW Business School,School of Information Systems and Technology Management,"Term 1, Term 2, Term 3",http://timetable.unsw.edu.au/2019/INFS5997.html,arrangement:T1:School Office T2:School Office T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,JURD7331,Information Technology Law,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/JURD7331/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The course focuses on legal and regulatory aspects of the Internet and related technologies. It covers topics of concern toindividuals as well as business and government, including protection of intellectual property in a digital environment,electronic contracts, computer and information security, and cyber crime.The interaction between traditional law and modern technology plays a central role in the course. In order to analyse theimpact and application of traditional legal principles in a new technological environment, the principles must be translatedinto the language of the technologies involved. The translation must preserve the original meaning and policy rationale. Itis the aim of the course to teach, encourage and nurture such thinking. Examples of problems we shall encounter andanalyze in the course include the connection between enabling technologies of cyber crime and the contours of liability ofcyber criminals and their enablers; how an understanding of the Internet informs whether notice of electronic contractualterms is properly provided by a hyperlink; and determining whether an implied term of fitness for purpose can be read intoa contract to download software.A statement by Professor Lawrence Lessig captures the essence of the course: “[w]hen dealing with cyberspace, judgesare to be translators; different technologies are the different languages; and the aim is to find a reading of [legal principles]that preserves [their] meaning from one world’s technology to another. This is fidelity as translation.”[1] Lawyers who failto understand the translation will likely pursue sub-optimal litigation strategies, face speculative recovery prospects, andmay overlook effective and potentially powerful defences.Main TopicsulliIntroduction to the Internet and related technologies/liliInformation technology patents/liliTranslation/liliElectronic contracts/liliComputer and information security/liliCyber crime: Law and enabling technologies/li/ul",Faculty of Law,None,Term 1,http://timetable.unsw.edu.au/2019/JURD7331.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,LING5005,The Grammar of English,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/LING5005/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course provides a step-by-step account of English grammar covering the most important and central constructions and categories. You will learn about the latest theoretical advances in linguistics and, by analysing interesting examples from present-day English, you will explore ways in which the traditional grammar of English is changing.",Faculty of Arts and Social Sciences,School of Humanities and Languages,Term 2,http://timetable.unsw.edu.au/2019/LING5005.html,arrangement:T2:Dr D  Aarons 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,LING5022,Cross-cultural Pragmatics,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/LING5022/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course examines the role of language in social, institutional, and cultural contexts, especially the pragmatic sources of language breakdowns and communicative mis-encounters by identifying and describing major factors in communicative events. You will explore of a range of case studies that illustrate different sources of miscommunication and learn various ways of analysing the relationship between language and culture. You will become familiar with a useful set of resources to apply in different professional and academic contexts.",Faculty of Arts and Social Sciences,School of Humanities and Languages,Term 2,http://timetable.unsw.edu.au/2019/LING5022.html,arrangement:T2:Dr D  Aarons 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,MATH5305,Computational Mathematics,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/MATH5305/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Partial differential equations provide the natural mathematical description of many phenomena of interest in science, engineering and finance. Such equations are often difficult or impossible to solve using purely analytical pencil and paper methods, especially for realistic industrial problems. This course introduces finite difference methods for three key classes of partial differential equations: elliptic Poisson equation, parabolic heat or diffusion equation and hyperbolic transport equation. Related methods in computational linear algebra are also discussed.The course includes a substantial practical component dealing with the computer implementation of the algorithms used for solving partial differential equations, as well as a broader discussion of scientific software development.Note: Students must have some previous experience with simple computer programming.",Faculty of Science,Study Level,Term 3,http://timetable.unsw.edu.au/2019/MATH5305.html,arrangement:T3:Apro W  McLean 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,MATH5335,Computational Methods for Finance,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/MATH5335/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"In the end finance is concerned with making definite numerical recommendations that frequently can only be obtained by analysing sophisticated models using high-speed computers. This course studies the design, implementation and use of computer programs to solve practical mathematical problems of relevance to finance, insurance and risk management. It includes a review of MATLAB, floating point numbers, rounding error and computational complexity, and a selection of topics from: approximation and parameter estimation, Fourier series and the FFT, finite difference approximations, partial differential equations Black-Scholes PDE, sparse linear systems, nonlinear algebraic equations, trees, Monte Carlo methods and simulation, random numbers and variance reduction, numerical integration.",Faculty of Science,Study Level,Term 2,http://timetable.unsw.edu.au/2019/MATH5335.html,arrangement:T2:Prof J  Dick 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,MATH5361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods",6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/MATH5361/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Stochastic differential equation models play a prominent role in a range of application areas, including biology, chemistry, epidemiology, mechanics, microelectronics, economics, and finance. This course studies the theory and applications of stochastic differential equations, the design and implementation of numerical methods for solving these practical mathematical equations. The course will start with a background knowledge of random variables, Brownian motion, Ornstein-Uhlenbeck process. Other topics include: stochastic integrals, the Euler-Maruyama method, Milstein's higher order method, stability and convergence.",Faculty of Science,Study Level,Term 1,http://timetable.unsw.edu.au/2019/MATH5361.html,arrangement:T1:Apro T  Tran 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Postgraduate,YCAN8000,US Cyber Policy and Information Security,6 UOC,https://www.handbook.unsw.edu.au/Postgraduate/courses/2019/YCAN8000/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course will be taught by Arizona State University as part of the PLuS Alliance. The course will be taught fully online.ASU Course Code: CPP 591The course prepares students to understand and manage human and technical resources within the increasingly important cyber and information security domains with a substantive focus on these issues within the United States governance system. As high-profile data breaches and cyber attacks – that result in physical losses, disruptions, and disasters -- impose greater risks and costs on our public and private sector - as well as military and intelligence - networks, the policy and management aspects of these challenges have come to the fore. Compounding the technical and operational challenges arising from the protection of operating systems, networking, and systems administration, managers and Chief Technology/Risk/Security/Data/Information Officers face a multi-dimensional set of political risks, including how to effectively manage data content and evaluation, information veracity, and information sharing and distribution.Further course information can be found here. insert weblink to ASU course catalogue",UNSW Canberra at ADFA,Study Level,None,http://timetable.unsw.edu.au/2019/YCAN8000.html,None
